TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,Cluster
-0.9712754695068417,1,36,0,1.4237182648914386,0,-0.5524432626288956,-0.2067936485059295,-0.000536635052410607,-0.8005258769941832,1
0.2694396064236744,1,15,0,1.3112870641052805,0,0.30531436617680696,-0.2067936485059295,2.2164715868484435,-0.07655407436125466,0
-0.5868816229808057,1,23,2,-1.443277355155591,3,-0.9098422746312717,-0.2067936485059295,-1.0235341282270716,0.04567493127807093,1
-0.38745590278222686,1,33,2,-1.0497681524040379,3,-1.353017049514218,-0.2067936485059295,0.8857974429054191,-0.5748723281215821,1
-0.9734680903782914,0,1,2,-1.0497681524040379,3,1.1201841135422244,-0.2067936485059295,0.5935893646592064,0.9670935891745255,0
-0.7038442425922038,1,28,0,-1.49949295554867,3,0.7484891410597533,-0.2067936485059295,-1.1108816933044958,-0.8757437266183835,1
-0.9952915199894398,0,39,0,-0.4313965480801688,0,0.2767224452166169,-0.2067936485059295,2.103091796208713,-1.3176485931605608,1
-0.43226759184248137,0,16,1,1.2550714637122016,2,2.449708438191063,-0.2067936485059295,-0.5943498275623533,-0.5466656345125069,0
-0.6556065834203091,0,11,1,0.35562185742293734,1,-0.4809634602284204,-0.2067936485059295,1.0206840106570008,-0.9979727322577092,0
1.7759071839141245,1,26,0,0.5804842589952534,0,0.005099196094811046,-0.2067936485059295,-1.049294570483005,-0.9039504202274588,1
-0.958633639794889,0,0,2,0.41183745781601633,1,-0.8669543931909865,-0.2067936485059295,0.6372080213386072,-1.0637883506788846,0
-0.3685445477659726,1,22,2,-1.330846154369433,3,0.7627851015398482,-0.2067936485059295,-0.9193180502003306,-1.402268673987786,1
0.674663351228483,0,23,1,-1.162199353190196,3,-0.12356444822604433,-0.2067936485059295,-0.895931865884976,-0.2645986984217556,1
1.658739006096028,1,22,0,-1.0497681524040379,3,0.04798707753509617,-0.2067936485059295,-1.2626675419268705,1.296171681280402,1
-0.4474446394370476,1,21,2,-1.49949295554867,3,0.20524264281614163,-0.2067936485059295,-1.2344020780640845,-1.3364530555666108,0
0.575070400083101,1,10,0,-0.4876121484732478,1,0.13376284041566644,-0.2067936485059295,-0.4227417455289484,1.5030207677469531,0
0.8846067996697973,0,2,1,-1.443277355155591,3,0.5483456943384226,-0.2067936485059295,-1.021249610057465,1.098724826016876,0
0.669216058750975,1,8,2,-0.31896534729401077,1,1.6348386908256458,-0.2067936485059295,-0.0011109695866326143,1.521825230153003,0
-0.9555502666944129,0,0,1,0.8053466605675694,2,-0.19504425062651956,-0.2067936485059295,0.7266529330633243,-1.2612352059424103,0
-0.7746590447998077,0,8,2,-1.49949295554867,3,0.7056012596194681,-0.2067936485059295,0.3728782439432717,-0.2551964672187305,0
-0.8163188413573532,1,20,1,1.4799338652845175,2,-1.1671695632729824,-0.2067936485059295,0.1632204990176552,-1.1954195875212352,0
-0.7257019319044686,1,19,1,-0.3751809476870898,0,-0.38089173686775507,-0.2067936485059295,1.0337731972516602,0.3465463297748724,0
-0.8407117485522317,1,1,2,-0.31896534729401077,1,0.005099196094811046,-0.2067936485059295,0.9898622453182356,-0.2740009296247806,0
0.16529011502981078,1,13,2,-1.274630553976354,3,0.319610326656902,3.1124756489183207,-0.9517038515474685,-0.6030790217306572,0
-0.5209316983317309,1,33,2,-1.330846154369433,3,-0.33800385542746997,-0.2067936485059295,-0.8162070533532758,-1.176615125115185,1
-0.9938868722436672,0,15,2,1.1426402629260435,2,2.2352690309896377,-0.2067936485059295,-0.37937692420172625,1.0047025139866257,0
-0.1735725887125261,1,24,0,-1.218414953583275,3,0.5483456943384226,6.431744946342571,-1.138657434417119,-0.744112489776033,1
-0.8814122734785179,1,25,1,-0.4313965480801688,1,-0.35229981590756504,-0.2067936485059295,-0.6224819637654089,-0.9227548826335088,1
-0.5829074976513031,1,19,2,-0.03788734532861574,0,1.1058881530621294,-0.2067936485059295,-0.8569489093746535,-1.5244976796271117,0
-0.82711064720902,1,11,1,-0.9935525520109589,3,2.335340754350303,-0.2067936485059295,-0.9647315022991751,0.7226355778958742,0
-0.9225581745193173,0,24,2,0.8053466605675694,0,-1.4244968519146932,-0.2067936485059295,0.8256487204129397,0.11149054969924625,1
-0.8170040353796812,1,3,0,-0.8811213512248008,0,1.963645781867832,-0.2067936485059295,1.2074709339519887,-1.402268673987786,0
0.33867846237992383,1,27,0,0.2431906566367793,1,0.6913052991393731,3.1124756489183207,1.1732441853031925,0.7696467339109995,1
1.9878034353190734,1,20,2,-1.274630553976354,3,0.4339780104976623,-0.2067936485059295,-1.2090005948920401,-1.0731905818819096,0
-0.1450342576825629,0,37,1,0.018328255064463266,0,-0.995618037511842,-0.2067936485059295,2.487475439210654,1.070518132407801,1
-0.5921233572516154,1,39,1,0.2431906566367793,1,-1.0670978399123172,-0.2067936485059295,0.16676650196778517,0.9670935891745255,1
-0.7518763435574001,1,25,1,-1.0497681524040379,3,0.3624982080971871,-0.2067936485059295,-1.0803881191281433,1.3055739124834271,1
1.204866485705928,1,38,0,1.7047962668568335,2,0.24813052425642676,-0.2067936485059295,-0.0611366203932074,-1.176615125115185,1
1.7051609011087532,1,23,0,1.1988558633191224,0,-0.42377961830804023,1.4528410002061958,0.7180661189780133,0.9294846643624253,1
0.1303109601899639,1,28,2,0.5804842589952534,2,1.3775114021839352,-0.2067936485059295,-1.0499330048536357,-1.5244976796271117,1
0.10578101419061983,1,35,0,1.0302090621398854,2,-0.009196764385283997,-0.2067936485059295,-0.2027203390527713,0.24312178654159688,1
-0.9029958851818515,1,30,2,-0.3751809476870898,0,-1.4387928123947882,-0.2067936485059295,2.3332794367393115,-1.6655311476724874,1
-0.19244968402766394,0,5,2,0.6929154597814113,0,-0.052084645825569126,-0.2067936485059295,2.113427253831254,-0.7159057961669578,0
-0.8300227218039142,1,40,0,-1.443277355155591,3,-0.03778868534547408,-0.2067936485059295,-1.2493091360192947,-0.7911236457911581,1
0.023009576293391343,1,21,1,-0.9935525520109589,3,-1.2386493656734576,-0.2067936485059295,-1.0885928981884585,0.19611063052647168,0
0.47167462211379824,1,6,1,1.6485806664637546,2,-0.42377961830804023,-0.2067936485059295,-0.11307799983191522,0.8542668147382249,0
-0.4560095647161482,1,3,1,-1.0497681524040379,3,-0.6382190255094659,-0.2067936485059295,-0.9243280934140357,1.512422998949978,0
0.7285196013834677,1,28,2,-1.443277355155591,3,-0.20934021110661458,-0.2067936485059295,-1.1108765653175832,0.9012779707533501,1
